2019-02-15 09:26:00,14020
2019-02-15 09:27:00,18825
2019-02-15 09:28:00,35807
2019-02-15 09:29:00,180403
2019-02-15 09:30:00,117174
2019-02-15 09:31:00,793068
2019-02-15 09:32:00,229396
2019-02-15 09:33:00,211013
2019-02-15 09:34:00,217217
2019-02-15 09:35:00,235791
2019-02-15 09:36:00,262521
2019-02-15 09:37:00,305712
2019-02-15 09:38:00,229595
2019-02-15 09:39:00,218993
2019-02-15 09:40:00,312295
2019-02-15 09:41:00,265957
2019-02-15 09:42:00,334459
2019-02-15 09:43:00,361624
2019-02-15 09:44:00,241271
2019-02-15 09:45:00,265651
2019-02-15 09:46:00,256360
2019-02-15 09:47:00,244610
2019-02-15 09:48:00,386617
2019-02-15 09:49:00,275841
2019-02-15 09:50:00,187173
2019-02-15 09:51:00,278104
2019-02-15 09:52:00,218865
2019-02-15 09:53:00,256135
2019-02-15 09:54:00,198087
2019-02-15 09:55:00,231617
2019-02-15 09:56:00,209732
2019-02-15 09:57:00,240289
2019-02-15 09:58:00,308345
2019-02-15 09:59:00,329897
2019-02-15 10:00:00,281454
2019-02-15 10:01:00,187733
2019-02-15 10:02:00,418349
2019-02-15 10:03:00,266876
2019-02-15 10:04:00,227521
2019-02-15 10:05:00,262993
2019-02-15 10:06:00,303625
2019-02-15 10:07:00,334647
2019-02-15 10:08:00,548251
2019-02-15 10:09:00,337835
2019-02-15 10:10:00,211424
2019-02-15 10:11:00,190240
2019-02-15 10:12:00,201348
2019-02-15 10:13:00,319851
2019-02-15 10:14:00,260235
2019-02-15 10:15:00,198603
2019-02-15 10:16:00,320651
2019-02-15 10:17:00,158861
2019-02-15 10:18:00,289394
2019-02-15 10:19:00,231963
2019-02-15 10:20:00,423268
2019-02-15 10:21:00,186494
2019-02-15 10:22:00,379977
2019-02-15 10:23:00,245185
2019-02-15 10:24:00,206293
2019-02-15 10:25:00,382892
2019-02-15 10:26:00,485885
2019-02-15 10:27:00,443501
2019-02-15 10:28:00,165606
2019-02-15 10:29:00,357686
2019-02-15 10:30:00,299538
2019-02-15 10:31:00,224058
2019-02-15 10:32:00,308901
2019-02-15 10:33:00,188815
2019-02-15 10:34:00,264889
2019-02-15 10:35:00,299329
2019-02-15 10:36:00,167073
2019-02-15 10:37:00,251160
2019-02-15 10:38:00,255097
2019-02-15 10:39:00,200650
2019-02-15 10:40:00,213178
2019-02-15 10:41:00,679607
2019-02-15 10:42:00,435070
2019-02-15 10:43:00,142183
2019-02-15 10:44:00,344555
2019-02-15 10:45:00,313948
2019-02-15 10:46:00,307477
2019-02-15 10:47:00,127268
2019-02-15 10:48:00,196301
2019-02-15 10:49:00,227522
2019-02-15 10:50:00,165729
2019-02-15 10:51:00,406356
2019-02-15 10:52:00,253215
2019-02-15 10:53:00,187210
2019-02-15 10:54:00,176389
2019-02-15 10:55:00,223646
2019-02-15 10:56:00,180937
2019-02-15 10:57:00,246529
2019-02-15 10:58:00,233695
2019-02-15 10:59:00,197799
2019-02-15 11:00:00,228062
2019-02-15 11:01:00,266122
2019-02-15 11:02:00,336938
2019-02-15 11:03:00,219190
2019-02-15 11:04:00,221301
2019-02-15 11:05:00,435830
